Ticker,Date,Time,Open,High,Low,Close,Volume,OI
AMZN,20240710,10:01:00,200,200.11,197.69,199.79,32883750,0
AMZN,20240709,10:02:00,199.4,200.57,199.05,199.34,32756740,0
AMZN,20240708,10:03:00,200.04,201.2,197.96,199.29,34767262,0
AMZN,20240705,10:04:00,198.65,200.55,198.17,200,39858887,0
AMZN,20240703,10:05:00,199.94,200.03,196.76,197.59,31597930,0
AMZN,20240702,10:06:00,197.28,200.43,195.93,200,45600008,0
AMZN,20240701,10:07:00,193.49,198.3,192.82,197.2,41192008,0
AMZN,20240628,10:08:00,197.73,198.85,192.5,193.25,76930195,0
AMZN,20240627,10:09:00,195.01,199.84,194.2,197.85,74397484,0
AMZN,20240626,10:10:00,186.92,194.8,186.26,193.61,65103887,0
AMZN,20240625,10:11:00,186.81,188.84,185.42,186.34,45898480,0
AMZN,20240624,10:12:00,189.33,191,185.33,185.57,50610379,0
AMZN,20240621,10:13:00,187.8,189.28,185.86,189.08,72931750,0
AMZN,20240620,10:14:00,182.91,186.51,182.72,186.1,44726781,0
AMZN,20240618,10:15:00,183.74,184.29,181.43,182.81,36659160,0
AMZN,20240617,10:16:00,182.52,185,181.22,184.06,35601910,0
AMZN,20240614,10:17:00,183.08,183.72,182.23,183.66,25456410,0
AMZN,20240613,10:18:00,186.09,187.67,182.67,183.83,39721551,0
AMZN,20240612,10:19:00,188.02,188.35,185.43,186.89,33984219,0
AMZN,20240611,10:20:00,187.06,187.77,184.54,187.23,27265109,0
AMZN,20240610,10:21:00,184.07,187.23,183.79,187.06,34494500,0
AMZN,20240607,10:22:00,184.9,186.29,183.36,184.3,28021471,0
AMZN,20240606,10:23:00,181.75,185,181.49,185,31371150,0
AMZN,20240605,10:24:00,180.1,181.5,178.75,181.28,32116391,0
AMZN,20240604,10:25:00,177.64,179.82,176.44,179.34,27198391,0
AMZN,20240603,10:26:00,177.7,178.7,175.92,178.34,30786641,0
AMZN,20240531,10:27:00,178.3,179.21,173.87,176.44,58903941,0
AMZN,20240530,10:28:00,181.31,181.34,178.36,179.32,29249230,0
AMZN,20240529,10:29:00,181.7,184.08,181.55,182.02,32009289,0
AMZN,20240528,10:30:00,179.93,182.24,179.49,182.15,29926961,0
AMZN,20240524,10:31:00,181.65,182.44,180.3,180.75,27471641,0
AMZN,20240523,10:32:00,183.66,184.76,180.08,181.05,33670168,0
AMZN,20240522,10:33:00,183.88,185.22,181.97,183.13,28148779,0
AMZN,20240521,10:34:00,182.3,183.26,180.75,183.15,50839129,0
AMZN,20240520,10:35:00,184.34,186.67,183.28,183.54,30511770,0
AMZN,20240517,10:36:00,183.76,185.3,183.35,184.7,33175660,0
AMZN,20240516,10:37:00,185.6,187.31,183.46,183.63,38834449,0
AMZN,20240515,10:38:00,185.97,186.72,182.73,185.99,75459930,0
AMZN,20240514,10:39:00,183.82,187.72,183.45,187.07,38698160,0
AMZN,20240513,10:40:00,188,188.31,185.36,186.57,24898609,0
AMZN,20240510,10:41:00,189.16,189.89,186.93,187.48,34141770,0
AMZN,20240509,10:42:00,188.88,191.7,187.44,189.5,43368379,0
AMZN,20240508,10:43:00,187.44,188.43,186.39,188,26136350,0
AMZN,20240507,10:44:00,188.92,189.94,187.31,188.76,34048898,0
AMZN,20240506,10:45:00,186.28,188.75,184.8,188.7,34725301,0
AMZN,20240503,10:46:00,186.99,187.87,185.42,186.21,39172000,0
AMZN,20240502,10:47:00,180.85,185.1,179.91,184.72,54303512,0
AMZN,20240501,10:48:00,181.64,185.15,176.56,179,94645148,0
AMZN,20240430,10:49:00,181.09,182.99,174.8,175,94639789,0
AMZN,20240429,10:50:00,182.75,183.53,179.39,180.96,54063941,0
AMZN,20240426,10:51:00,177.8,180.82,176.13,179.62,43919770,0
AMZN,20240425,10:52:00,169.68,173.92,166.32,173.67,49249391,0
AMZN,20240424,10:53:00,179.94,180.32,176.18,176.59,34185113,0
AMZN,20240423,10:54:00,178.08,179.93,175.98,179.54,37046520,0
AMZN,20240422,10:55:00,176.94,178.87,174.56,177.23,37924887,0
AMZN,20240419,10:56:00,178.74,179,173.44,174.63,56000727,0
AMZN,20240418,10:57:00,181.47,182.39,178.65,179.22,30723789,0
AMZN,20240417,10:58:00,184.31,184.57,179.82,181.28,31359670,0
AMZN,20240416,10:59:00,183.27,184.83,182.26,183.32,32891270,0
AMZN,20240415,11:00:00,187.43,188.69,183,183.62,48052398,0
AMZN,20240412,11:01:00,187.72,188.38,185.08,186.13,38608848,0
AMZN,20240411,11:02:00,186.74,189.77,185.51,189.05,40020738,0
AMZN,20240410,11:03:00,182.77,186.27,182.67,185.95,35879152,0
AMZN,20240409,11:04:00,187.24,187.34,184.2,185.67,36546953,0
AMZN,20240408,11:05:00,186.9,187.29,184.81,185.19,39221281,0
AMZN,20240405,11:06:00,182.38,186.27,181.97,185.07,42373992,0
AMZN,20240404,11:07:00,184,185.1,180,180,41624262,0
AMZN,20240403,11:08:00,179.9,182.87,179.8,182.41,31046641,0
AMZN,20240402,11:09:00,179.07,180.79,178.38,180.69,32611551,0
AMZN,20240401,11:10:00,180.79,183,179.95,180.97,29174520,0
AMZN,20240328,11:11:00,180.17,181.7,179.26,180.38,38051594,0
AMZN,20240327,11:12:00,179.88,180,177.31,179.83,33272551,0
AMZN,20240326,11:13:00,180.15,180.45,177.95,178.3,29658980,0
AMZN,20240325,11:14:00,178.01,180.99,177.24,179.71,29815461,0
AMZN,20240322,11:15:00,177.75,179.26,176.75,178.87,27995381,0
AMZN,20240321,11:16:00,179.99,181.42,178.15,178.15,32824320,0
AMZN,20240320,11:17:00,176.14,178.53,174.64,178.15,29947150,0
AMZN,20240319,11:18:00,174.22,176.09,173.52,175.9,26880891,0
AMZN,20240318,11:19:00,175.8,176.69,174.28,174.48,31250689,0
AMZN,20240315,11:20:00,176.64,177.93,173.9,174.42,72147391,0
AMZN,20240314,11:21:00,177.69,179.53,176.47,178.75,43705840,0
AMZN,20240313,11:22:00,175.9,177.62,175.55,176.56,30772600,0
,,,,,,,,
,,,,,,,,
